ImagePath,Layer_1_True,Layer_1_ans,Layer_2_True,Layer_2_ans,Layer_3_True,Layer_3_ans,sub_class,subtwo_class,super_class
PI SPOT-WITH PAR@UP@TFT@Cell_B5AY5GF-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'NP', 'INT']","['PI SPOT-WITH PAR', 'GLASS BROKEN', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'FIBER']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_B4LP8XG-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'INT', 'NP']","['FIBER', 'CF PS DEFORMATION', 'M1-ABNORMAL', 'ESD', 'LIGHT METAL']","['TFT', 'CF']"
ITO-RESIDUE-T@NP@TFT@Array_B59S53C-1-3.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'OP', 'INT', 'UP']","['ITO-RESIDUE-T', 'PV-HOLE-T', 'M1-ABNORMAL', 'CF DEFECT', 'AS-RESIDUE-E']","['TFT', 'CF']"
POLYMER@OP@TFT@Cell_B5CV1FP-1-3.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'UP', 'NP']","['POLYMER', 'FIBER', 'GLASS BROKEN', 'CF PS DEFORMATION', 'AS-RESIDUE-E']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_B5AL63M-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'GLASS BROKEN', 'M1-ABNORMAL', 'CF REPAIR FAIL', 'LIGHT METAL']","['TFT', 'CF']"
AS-RESIDUE-E@NP@TFT@Array_B67F2UJ-1-4.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'UP', 'INT', 'OP']","['AS-RESIDUE-E', 'CF DEFECT', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'FIBER']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_H5D72FJ-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'NP', 'INT']","['PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_B5B774L-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_B36C6FR-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'UP', 'INT', 'OP']","['CF REPAIR FAIL', 'ITO-RESIDUE-T', 'LIGHT METAL', 'GLASS BROKEN', 'AS-RESIDUE-E']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_B4S763A-1-3.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,ITO-RESIDUE-T,"['NP', 'INT', 'UP', 'OP']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T', 'ESD']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_B6197YQ-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'INT', 'OP', 'NP']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'FIBER', 'ESD', 'GLASS BROKEN']","['TFT', 'CF']"
